user_id,device,group,converted
45886,Desktop,Treatment,0
45887,Desktop,Treatment,0
45888,Desktop,Treatment,0
45889,Desktop,Treatment,0
45890,Desktop,Control,0
45891,Desktop,Treatment,0
45892,Desktop,Control,0
45893,Desktop,Treatment,0
45894,Desktop,Control,0
45895,Desktop,Treatment,0
45896,Desktop,Treatment,0
45897,Desktop,Treatment,1
45898,Desktop,Control,0
45899,Mobile,Control,0
45900,Desktop,Treatment,0
45901,Desktop,Treatment,0
45902,Desktop,Treatment,0
45903,Desktop,Control,0
45904,Desktop,Control,0
45905,Desktop,Treatment,0
45906,Mobile,Control,0
45907,Desktop,Treatment,0
45908,Desktop,Treatment,0
45909,Desktop,Treatment,0
45910,Mobile,Control,0
45911,Desktop,Treatment,0
45912,Desktop,Control,0
45913,Mobile,Control,0
45914,Desktop,Treatment,0
45915,Desktop,Treatment,0
45916,Desktop,Treatment,0
45917,Desktop,Treatment,0
45918,Desktop,Treatment,1
45919,Desktop,Control,0
45920,Desktop,Control,0
45921,Desktop,Control,0
45922,Desktop,Control,0
45923,Mobile,Control,0
45924,Desktop,Control,1
45925,Desktop,Control,0
45926,Desktop,Treatment,0
45927,Desktop,Treatment,0
45928,Desktop,Control,0
45929,Desktop,Control,0
45930,Desktop,Treatment,0
45931,Desktop,Treatment,0
45932,Desktop,Treatment,0
45933,Desktop,Control,0
45934,Desktop,Control,0
45935,Desktop,Treatment,0
45936,Desktop,Control,0
45937,Mobile,Treatment,0
45938,Desktop,Control,0
45939,Desktop,Control,0
45940,Desktop,Control,0
45941,Desktop,Control,0
45942,Mobile,Treatment,0
45943,Mobile,Control,0
45944,Desktop,Treatment,1
45945,Mobile,Control,0
45946,Desktop,Treatment,0
45947,Desktop,Control,0
45948,Desktop,Treatment,0
45949,Desktop,Treatment,0
45950,Desktop,Treatment,0
45951,Mobile,Treatment,0
45952,Desktop,Treatment,0
45953,Desktop,Treatment,0
45954,Desktop,Treatment,0
45955,Desktop,Control,0
45956,Desktop,Treatment,0
45957,Mobile,Control,0
45958,Desktop,Control,0
45959,Desktop,Treatment,0
45960,Desktop,Treatment,0
45961,Desktop,Control,0
45962,Desktop,Control,0
45963,Mobile,Control,0
45964,Mobile,Control,0
45965,Desktop,Treatment,0
45966,Desktop,Control,0
45967,Desktop,Treatment,0
45968,Desktop,Treatment,1
45969,Desktop,Treatment,1
45970,Desktop,Control,0
45971,Mobile,Treatment,0
45972,Desktop,Treatment,0
45973,Desktop,Control,0
45974,Desktop,Treatment,0
45975,Desktop,Treatment,1
45976,Mobile,Treatment,0
45977,Desktop,Treatment,0
45978,Desktop,Treatment,1
45979,Desktop,Treatment,1
45980,Desktop,Treatment,0
45981,Desktop,Control,0
45982,Desktop,Treatment,0
45983,Desktop,Control,0
45984,Desktop,Treatment,0
45985,Mobile,Control,0
45986,Desktop,Treatment,0
45987,Desktop,Treatment,0
45988,Mobile,Control,0
45989,Mobile,Treatment,1
45990,Desktop,Treatment,0
45991,Desktop,Treatment,0
45992,Mobile,Treatment,0
45993,Desktop,Control,0
45994,Desktop,Treatment,0
45995,Desktop,Treatment,0
45996,Desktop,Treatment,0
45997,Desktop,Control,0
45998,Desktop,Treatment,0
45999,Mobile,Treatment,0
46000,Desktop,Treatment,0
46001,Desktop,Treatment,0
46002,Desktop,Control,1
46003,Desktop,Treatment,1
46004,Desktop,Control,0
46005,Desktop,Treatment,0
46006,Desktop,Control,0
46007,Desktop,Control,0
46008,Mobile,Treatment,0
46009,Desktop,Treatment,0
46010,Desktop,Control,0
46011,Mobile,Treatment,0
46012,Desktop,Treatment,0
46013,Desktop,Treatment,1
46014,Desktop,Treatment,1
46015,Desktop,Control,0
46016,Desktop,Treatment,1
46017,Desktop,Treatment,1
46018,Desktop,Treatment,0
46019,Mobile,Control,0
46020,Desktop,Control,0
46021,Desktop,Treatment,0
46022,Desktop,Treatment,0
46023,Desktop,Treatment,0
46024,Desktop,Treatment,1
46025,Desktop,Treatment,0
46026,Desktop,Control,0
46027,Desktop,Control,0
46028,Desktop,Treatment,0
46029,Desktop,Treatment,0
46030,Desktop,Treatment,1
46031,Desktop,Treatment,1
46032,Mobile,Treatment,0
46033,Mobile,Control,0
46034,Mobile,Control,0
46035,Mobile,Control,1
46036,Desktop,Control,0
46037,Desktop,Treatment,1
46038,Desktop,Treatment,0
46039,Desktop,Control,1
46040,Desktop,Control,0
46041,Desktop,Treatment,0
46042,Desktop,Control,0
46043,Desktop,Control,0
46044,Desktop,Treatment,0
46045,Mobile,Treatment,0
46046,Desktop,Control,0
46047,Mobile,Control,0
46048,Desktop,Control,0
46049,Desktop,Treatment,0
46050,Desktop,Treatment,0
46051,Desktop,Control,0
46052,Mobile,Treatment,0
46053,Desktop,Control,1
46054,Desktop,Control,0
46055,Desktop,Treatment,0
46056,Desktop,Treatment,1
46057,Mobile,Control,0
46058,Desktop,Treatment,0
46059,Desktop,Treatment,0
46060,Desktop,Control,0
46061,Desktop,Treatment,0
46062,Desktop,Treatment,0
46063,Desktop,Treatment,0
46064,Desktop,Treatment,0
46065,Desktop,Treatment,0
46066,Desktop,Control,1
46067,Desktop,Treatment,0
46068,Desktop,Treatment,0
46069,Desktop,Treatment,0
46070,Desktop,Treatment,0
46071,Desktop,Control,0
46072,Desktop,Control,0
46073,Desktop,Treatment,0
46074,Desktop,Treatment,0
46075,Desktop,Control,0
46076,Desktop,Control,0
46077,Desktop,Control,0
46078,Desktop,Control,0
46079,Desktop,Treatment,0
46080,Desktop,Control,0
46081,Mobile,Control,0
46082,Mobile,Control,0
46083,Desktop,Treatment,0
46084,Desktop,Control,0
46085,Desktop,Control,0
46086,Desktop,Control,0
46087,Desktop,Control,0
46088,Mobile,Treatment,0
46089,Desktop,Control,0
46090,Desktop,Control,0
46091,Desktop,Treatment,1
46092,Desktop,Control,0
46093,Desktop,Treatment,1
46094,Mobile,Control,0
46095,Desktop,Control,0
46096,Desktop,Control,0
46097,Desktop,Treatment,0
46098,Mobile,Control,0
46099,Desktop,Control,0
46100,Desktop,Control,0
46101,Desktop,Control,0
46102,Desktop,Treatment,0
46103,Mobile,Control,0
46104,Desktop,Control,0
46105,Desktop,Control,0
46106,Desktop,Treatment,0
46107,Desktop,Treatment,0
46108,Desktop,Control,0
46109,Desktop,Control,0
46110,Desktop,Control,0
46111,Desktop,Control,1
46112,Desktop,Treatment,0
46113,Desktop,Control,0
46114,Mobile,Treatment,0
46115,Desktop,Treatment,0
46116,Desktop,Control,0
46117,Desktop,Control,1
46118,Mobile,Control,0
46119,Desktop,Control,0
46120,Desktop,Treatment,0
46121,Desktop,Control,0
46122,Desktop,Treatment,0
46123,Mobile,Treatment,0
46124,Mobile,Treatment,0
46125,Desktop,Treatment,0
46126,Desktop,Control,0
46127,Desktop,Treatment,0
46128,Mobile,Control,0
46129,Desktop,Treatment,1
46130,Desktop,Treatment,0
46131,Desktop,Control,0
46132,Desktop,Control,0
46133,Mobile,Control,0
46134,Desktop,Treatment,0
46135,Desktop,Control,0
46136,Desktop,Control,0
46137,Desktop,Control,0
46138,Mobile,Treatment,0
46139,Desktop,Treatment,0
46140,Desktop,Treatment,1
46141,Desktop,Treatment,0
46142,Desktop,Control,0
46143,Desktop,Treatment,0
46144,Mobile,Treatment,0
46145,Desktop,Control,0
46146,Desktop,Treatment,0
46147,Desktop,Control,0
46148,Desktop,Control,0
46149,Desktop,Control,0
46150,Desktop,Treatment,0
46151,Desktop,Control,0
46152,Mobile,Control,0
46153,Mobile,Treatment,0
46154,Desktop,Control,1
46155,Mobile,Control,0
46156,Desktop,Treatment,0
46157,Desktop,Control,0
46158,Desktop,Treatment,0
46159,Desktop,Control,0
46160,Mobile,Control,0
46161,Desktop,Control,0
46162,Desktop,Control,0
46163,Desktop,Control,0
46164,Desktop,Control,0
46165,Desktop,Control,0
46166,Desktop,Treatment,0
46167,Desktop,Treatment,1
46168,Mobile,Control,0
46169,Desktop,Control,0
46170,Mobile,Control,0
46171,Desktop,Control,0
46172,Desktop,Treatment,0
46173,Desktop,Treatment,1
46174,Desktop,Control,0
46175,Desktop,Treatment,0
46176,Mobile,Treatment,0
46177,Desktop,Treatment,0
46178,Desktop,Treatment,1
46179,Desktop,Control,1
46180,Mobile,Control,1
46181,Mobile,Treatment,0
46182,Desktop,Control,0
46183,Desktop,Treatment,0
46184,Desktop,Control,0
46185,Desktop,Control,0
46186,Mobile,Control,0
46187,Mobile,Treatment,0
46188,Desktop,Treatment,0
46189,Desktop,Control,0
46190,Desktop,Control,0
46191,Desktop,Control,0
46192,Desktop,Control,0
46193,Desktop,Control,1
46194,Desktop,Treatment,0
46195,Desktop,Treatment,0
46196,Desktop,Treatment,0
46197,Mobile,Treatment,0
46198,Desktop,Treatment,0
46199,Desktop,Treatment,0
46200,Mobile,Treatment,0
46201,Desktop,Treatment,0
46202,Desktop,Treatment,0
46203,Mobile,Treatment,0
46204,Mobile,Control,0
46205,Desktop,Treatment,0
46206,Desktop,Treatment,0
46207,Mobile,Treatment,0
46208,Desktop,Control,1
46209,Desktop,Control,0
46210,Desktop,Treatment,0
46211,Mobile,Control,0
46212,Desktop,Control,0
46213,Desktop,Treatment,0
46214,Desktop,Treatment,1
46215,Desktop,Treatment,0
46216,Desktop,Treatment,0
46217,Desktop,Treatment,0
46218,Desktop,Control,0
46219,Mobile,Treatment,0
46220,Desktop,Treatment,0
46221,Desktop,Treatment,1
46222,Desktop,Control,0
46223,Desktop,Treatment,1
46224,Desktop,Control,1
46225,Desktop,Control,0
46226,Desktop,Treatment,1
46227,Desktop,Treatment,0
46228,Mobile,Treatment,0
46229,Desktop,Control,0
46230,Desktop,Treatment,0
46231,Mobile,Control,0
46232,Mobile,Treatment,1
46233,Mobile,Treatment,0
46234,Desktop,Control,0
46235,Mobile,Control,0
46236,Mobile,Treatment,0
46237,Desktop,Treatment,0
46238,Desktop,Control,0
46239,Desktop,Control,0
46240,Desktop,Treatment,1
46241,Desktop,Control,0
46242,Desktop,Treatment,0
46243,Desktop,Treatment,0
46244,Desktop,Control,0
46245,Desktop,Control,0
46246,Desktop,Treatment,0
46247,Desktop,Control,0
46248,Desktop,Control,0
46249,Desktop,Control,0
46250,Desktop,Treatment,0
46251,Desktop,Treatment,0
46252,Mobile,Control,1
46253,Desktop,Treatment,1
46254,Mobile,Treatment,0
46255,Desktop,Control,0
46256,Desktop,Control,0
46257,Desktop,Treatment,0
46258,Desktop,Control,0
46259,Desktop,Treatment,0
46260,Mobile,Treatment,0
46261,Desktop,Treatment,1
46262,Desktop,Treatment,0
46263,Desktop,Treatment,0
46264,Desktop,Treatment,0
46265,Desktop,Control,0
46266,Desktop,Treatment,0
46267,Desktop,Treatment,0
46268,Desktop,Control,0
46269,Desktop,Control,0
46270,Desktop,Control,0
46271,Mobile,Treatment,1
46272,Mobile,Control,0
46273,Desktop,Treatment,0
46274,Desktop,Control,0
46275,Desktop,Treatment,0
46276,Desktop,Control,0
46277,Desktop,Control,1
46278,Desktop,Treatment,0
46279,Mobile,Control,0
46280,Desktop,Treatment,0
46281,Desktop,Treatment,0
46282,Desktop,Treatment,0
46283,Desktop,Treatment,0
46284,Mobile,Control,0
46285,Desktop,Control,0
46286,Desktop,Treatment,1
46287,Mobile,Control,0
46288,Desktop,Control,0
46289,Desktop,Treatment,0
46290,Desktop,Control,0
46291,Desktop,Treatment,0
46292,Desktop,Control,1
46293,Desktop,Control,0
46294,Desktop,Treatment,0
46295,Desktop,Treatment,0
46296,Desktop,Treatment,0
46297,Desktop,Control,0
46298,Mobile,Treatment,0
46299,Mobile,Control,0
46300,Desktop,Control,1
46301,Desktop,Treatment,0
46302,Desktop,Control,0
46303,Desktop,Treatment,0
46304,Mobile,Control,0
46305,Desktop,Treatment,0
46306,Desktop,Control,0
46307,Desktop,Control,0
46308,Desktop,Control,0
46309,Desktop,Treatment,0
46310,Desktop,Control,1
46311,Mobile,Treatment,0
46312,Desktop,Treatment,0
46313,Desktop,Control,0
46314,Desktop,Control,0
46315,Desktop,Treatment,0
46316,Desktop,Control,0
46317,Mobile,Treatment,0
46318,Desktop,Treatment,0
46319,Desktop,Treatment,0
46320,Desktop,Control,0
46321,Desktop,Treatment,0
46322,Desktop,Control,0
46323,Desktop,Treatment,0
46324,Mobile,Treatment,0
46325,Desktop,Treatment,0
46326,Desktop,Treatment,0
46327,Desktop,Control,0
46328,Desktop,Control,0
46329,Desktop,Control,0
46330,Desktop,Control,1
46331,Desktop,Control,0
46332,Desktop,Control,0
46333,Desktop,Control,0
46334,Desktop,Treatment,0
46335,Mobile,Control,0
46336,Desktop,Treatment,0
46337,Mobile,Treatment,0
46338,Mobile,Treatment,0
46339,Desktop,Control,0
46340,Desktop,Treatment,0
46341,Desktop,Treatment,1
46342,Desktop,Treatment,0
46343,Desktop,Treatment,1
46344,Desktop,Control,0
46345,Desktop,Control,0
46346,Desktop,Treatment,0
46347,Desktop,Treatment,0
46348,Desktop,Control,0
46349,Mobile,Treatment,1
46350,Desktop,Treatment,0
46351,Desktop,Control,0
46352,Desktop,Treatment,0
46353,Desktop,Control,0
46354,Mobile,Control,0
46355,Mobile,Control,0
46356,Desktop,Control,0
46357,Desktop,Treatment,0
46358,Desktop,Control,0
46359,Mobile,Treatment,0
46360,Mobile,Control,0
46361,Desktop,Control,0
46362,Desktop,Control,0
46363,Desktop,Treatment,0
46364,Mobile,Treatment,0
46365,Desktop,Control,0
46366,Desktop,Control,0
46367,Desktop,Treatment,0
46368,Mobile,Control,0
46369,Desktop,Treatment,0
46370,Desktop,Treatment,0
46371,Desktop,Treatment,0
46372,Desktop,Treatment,1
46373,Desktop,Treatment,0
46374,Desktop,Control,0
46375,Desktop,Control,0
46376,Mobile,Control,1
46377,Mobile,Control,0
46378,Desktop,Control,0
46379,Mobile,Control,0
46380,Desktop,Control,0
46381,Desktop,Treatment,0
46382,Desktop,Control,0
46383,Desktop,Treatment,0
46384,Mobile,Control,0
46385,Mobile,Treatment,0
46386,Desktop,Treatment,0
46387,Desktop,Treatment,1
46388,Desktop,Treatment,0
46389,Mobile,Control,0
46390,Desktop,Treatment,0
46391,Desktop,Treatment,0
46392,Desktop,Treatment,0
46393,Mobile,Treatment,0
46394,Desktop,Treatment,0
46395,Mobile,Treatment,0
46396,Desktop,Treatment,0
46397,Desktop,Control,0
46398,Desktop,Control,0
46399,Desktop,Treatment,0
46400,Desktop,Treatment,1
46401,Desktop,Control,0
46402,Desktop,Treatment,0
46403,Desktop,Treatment,0
46404,Desktop,Treatment,0
46405,Desktop,Treatment,1
46406,Desktop,Treatment,1
46407,Desktop,Control,0
46408,Desktop,Treatment,0
46409,Desktop,Treatment,0
46410,Desktop,Treatment,1
46411,Desktop,Control,1
46412,Desktop,Treatment,0
46413,Desktop,Treatment,0
46414,Desktop,Treatment,0
46415,Mobile,Control,0
46416,Desktop,Treatment,0
46417,Desktop,Treatment,0
46418,Desktop,Treatment,1
46419,Desktop,Control,0
46420,Mobile,Control,0
46421,Desktop,Control,1
46422,Desktop,Treatment,0
46423,Desktop,Treatment,0
46424,Mobile,Treatment,0
46425,Desktop,Treatment,0
46426,Desktop,Treatment,0
46427,Desktop,Control,0
46428,Desktop,Control,0
46429,Desktop,Control,0
46430,Desktop,Treatment,0
46431,Desktop,Treatment,0
46432,Desktop,Control,0
46433,Desktop,Control,0
46434,Desktop,Treatment,0
46435,Mobile,Control,0
46436,Desktop,Control,0
46437,Desktop,Treatment,0
46438,Mobile,Treatment,0
46439,Mobile,Control,0
46440,Desktop,Control,0
46441,Desktop,Control,0
46442,Mobile,Treatment,0
46443,Desktop,Control,0
46444,Desktop,Control,0
46445,Desktop,Treatment,0
46446,Desktop,Treatment,0
46447,Desktop,Control,0
46448,Desktop,Treatment,0
46449,Desktop,Control,0
46450,Mobile,Treatment,0
46451,Desktop,Control,1
46452,Desktop,Control,0
46453,Desktop,Control,0
46454,Mobile,Treatment,0
46455,Desktop,Control,0
46456,Desktop,Treatment,1
46457,Desktop,Treatment,0
46458,Desktop,Treatment,1
46459,Mobile,Control,0
46460,Desktop,Treatment,0
46461,Desktop,Treatment,0
46462,Desktop,Control,0
46463,Desktop,Treatment,0
46464,Mobile,Treatment,0
46465,Desktop,Treatment,0
46466,Desktop,Control,0
46467,Desktop,Control,0
46468,Desktop,Treatment,0
46469,Desktop,Control,0
46470,Desktop,Treatment,0
46471,Mobile,Treatment,1
46472,Desktop,Control,0
46473,Desktop,Treatment,0
46474,Mobile,Treatment,0
46475,Desktop,Treatment,0
46476,Desktop,Treatment,0
46477,Desktop,Control,0
46478,Mobile,Treatment,0
46479,Mobile,Control,0
46480,Desktop,Treatment,1
46481,Desktop,Control,0
46482,Desktop,Control,0
46483,Desktop,Treatment,0
46484,Desktop,Control,0
46485,Desktop,Treatment,0
46486,Mobile,Treatment,0
46487,Desktop,Control,0
46488,Desktop,Treatment,0
46489,Desktop,Control,0
46490,Desktop,Treatment,0
46491,Desktop,Treatment,0
46492,Desktop,Treatment,0
46493,Desktop,Control,0
46494,Desktop,Treatment,0
46495,Desktop,Treatment,0
46496,Mobile,Control,0
46497,Desktop,Treatment,1
46498,Desktop,Control,0
46499,Desktop,Treatment,0
46500,Desktop,Control,0
46501,Desktop,Treatment,0
46502,Desktop,Treatment,0
46503,Desktop,Treatment,0
46504,Desktop,Control,0
46505,Desktop,Control,1
46506,Desktop,Treatment,0
46507,Desktop,Control,0
46508,Desktop,Treatment,0
46509,Mobile,Treatment,0
46510,Desktop,Control,0
46511,Desktop,Treatment,0
46512,Desktop,Treatment,0
46513,Desktop,Control,0
46514,Desktop,Control,0
46515,Desktop,Control,0
46516,Desktop,Control,1
46517,Mobile,Treatment,0
46518,Mobile,Control,0
46519,Desktop,Treatment,0
46520,Desktop,Treatment,0
46521,Desktop,Control,0
46522,Desktop,Control,0
46523,Desktop,Control,0
46524,Mobile,Treatment,0
46525,Desktop,Treatment,0
46526,Desktop,Treatment,0
46527,Desktop,Treatment,1
46528,Mobile,Treatment,0
46529,Desktop,Control,0
46530,Desktop,Treatment,0
46531,Desktop,Treatment,0
46532,Desktop,Treatment,0
46533,Desktop,Control,0
46534,Desktop,Treatment,0
46535,Desktop,Treatment,0
46536,Mobile,Control,0
46537,Mobile,Treatment,0
46538,Desktop,Control,0
46539,Desktop,Control,0
46540,Desktop,Control,1
46541,Desktop,Control,0
46542,Desktop,Treatment,0
46543,Desktop,Treatment,0
46544,Mobile,Control,0
46545,Mobile,Treatment,0
46546,Mobile,Control,0
46547,Desktop,Treatment,0
46548,Mobile,Control,0
46549,Desktop,Control,0
46550,Desktop,Control,0
46551,Desktop,Treatment,0
46552,Mobile,Control,0
46553,Desktop,Control,0
46554,Desktop,Control,0
46555,Desktop,Control,0
46556,Desktop,Treatment,0
46557,Desktop,Treatment,0
46558,Desktop,Treatment,0
46559,Mobile,Control,0
46560,Mobile,Treatment,0
46561,Mobile,Control,0
46562,Desktop,Treatment,0
46563,Desktop,Control,1
46564,Desktop,Treatment,0
46565,Mobile,Control,0
46566,Desktop,Treatment,0
46567,Desktop,Treatment,0
46568,Desktop,Control,0
46569,Desktop,Treatment,1
46570,Desktop,Treatment,0
46571,Desktop,Control,0
46572,Desktop,Control,0
46573,Desktop,Treatment,0
46574,Desktop,Treatment,0
46575,Desktop,Control,0
46576,Desktop,Treatment,0
46577,Mobile,Control,0
46578,Desktop,Treatment,0
46579,Desktop,Control,0
46580,Desktop,Control,0
46581,Desktop,Treatment,0
46582,Desktop,Treatment,0
46583,Mobile,Treatment,0
46584,Mobile,Treatment,0
46585,Desktop,Treatment,0
46586,Desktop,Treatment,0
46587,Mobile,Control,0
46588,Desktop,Control,0
46589,Desktop,Control,0
46590,Mobile,Control,0
46591,Desktop,Treatment,0
46592,Desktop,Control,0
46593,Desktop,Control,0
46594,Desktop,Control,0
46595,Desktop,Control,0
46596,Desktop,Control,0
46597,Desktop,Treatment,0
46598,Desktop,Control,0
46599,Desktop,Treatment,0
46600,Desktop,Treatment,0
46601,Mobile,Treatment,0
46602,Desktop,Control,0
46603,Desktop,Control,0
46604,Desktop,Control,0
46605,Desktop,Control,1
46606,Mobile,Treatment,0
46607,Desktop,Treatment,0
46608,Desktop,Treatment,1
46609,Desktop,Control,0
46610,Desktop,Treatment,1
46611,Desktop,Treatment,1
46612,Desktop,Treatment,0
46613,Desktop,Treatment,0
46614,Desktop,Control,0
46615,Desktop,Control,0
46616,Desktop,Control,0
46617,Desktop,Treatment,1
46618,Desktop,Control,0
46619,Desktop,Treatment,0
46620,Desktop,Control,0
46621,Desktop,Treatment,0
46622,Mobile,Treatment,0
46623,Mobile,Control,0
46624,Mobile,Control,0
46625,Mobile,Control,0
46626,Desktop,Control,0
46627,Desktop,Control,0
46628,Mobile,Control,0
46629,Desktop,Treatment,0
46630,Desktop,Control,0
46631,Desktop,Control,0
46632,Desktop,Treatment,0
46633,Desktop,Control,0
46634,Desktop,Treatment,0
46635,Mobile,Control,0
46636,Desktop,Control,0
46637,Desktop,Treatment,1
46638,Desktop,Control,1
46639,Mobile,Control,1
46640,Desktop,Treatment,0
46641,Desktop,Treatment,0
46642,Desktop,Control,0
46643,Desktop,Control,0
46644,Desktop,Control,0
46645,Mobile,Treatment,0
46646,Desktop,Treatment,0
46647,Desktop,Control,1
46648,Desktop,Control,0
46649,Desktop,Treatment,0
46650,Desktop,Control,0
46651,Desktop,Treatment,0
46652,Desktop,Treatment,0
46653,Desktop,Control,1
46654,Desktop,Treatment,0
46655,Mobile,Treatment,0
46656,Desktop,Control,0
46657,Desktop,Control,0
46658,Desktop,Treatment,0
46659,Desktop,Treatment,0
46660,Mobile,Treatment,0
46661,Desktop,Treatment,0
46662,Desktop,Treatment,0
46663,Desktop,Treatment,0
46664,Desktop,Treatment,0
46665,Desktop,Control,0
46666,Desktop,Control,0
46667,Desktop,Treatment,0
46668,Desktop,Control,0
46669,Mobile,Treatment,0
46670,Mobile,Treatment,0
46671,Desktop,Treatment,0
46672,Desktop,Treatment,1
46673,Desktop,Control,1
46674,Desktop,Treatment,0
46675,Desktop,Control,1
46676,Desktop,Treatment,1
46677,Desktop,Control,1
46678,Desktop,Control,0
46679,Desktop,Treatment,1
46680,Desktop,Treatment,0
46681,Desktop,Treatment,0
46682,Desktop,Control,0
46683,Desktop,Control,0
46684,Desktop,Control,0
46685,Desktop,Treatment,0
46686,Desktop,Control,0
46687,Mobile,Control,0
46688,Desktop,Treatment,0
46689,Desktop,Control,0
46690,Mobile,Control,0
46691,Desktop,Treatment,0
46692,Mobile,Treatment,0
46693,Desktop,Treatment,0
46694,Desktop,Control,0
46695,Desktop,Control,0
46696,Desktop,Treatment,0
46697,Mobile,Treatment,0
46698,Mobile,Treatment,0
46699,Desktop,Treatment,0
46700,Desktop,Control,0
46701,Desktop,Treatment,0
46702,Desktop,Treatment,0
46703,Desktop,Control,0
46704,Desktop,Treatment,1
46705,Desktop,Treatment,0
46706,Desktop,Control,0
46707,Mobile,Treatment,0
46708,Desktop,Treatment,0
46709,Desktop,Treatment,0
46710,Desktop,Treatment,0
46711,Mobile,Treatment,0
46712,Desktop,Treatment,0
46713,Mobile,Control,0
46714,Mobile,Control,0
46715,Mobile,Treatment,0
46716,Desktop,Control,0
46717,Desktop,Control,0
46718,Mobile,Treatment,0
46719,Desktop,Control,0
46720,Desktop,Treatment,1
46721,Desktop,Control,0
46722,Desktop,Control,0
46723,Mobile,Control,0
46724,Desktop,Control,0
46725,Desktop,Control,0
46726,Desktop,Treatment,0
46727,Desktop,Treatment,0
46728,Desktop,Treatment,0
46729,Mobile,Control,0
46730,Mobile,Control,0
46731,Desktop,Treatment,0
46732,Desktop,Control,0
46733,Desktop,Treatment,1
46734,Desktop,Treatment,0
46735,Desktop,Treatment,0
46736,Desktop,Control,0
46737,Desktop,Control,0
46738,Desktop,Treatment,0
46739,Desktop,Control,0
46740,Desktop,Treatment,0
46741,Desktop,Control,0
46742,Desktop,Treatment,0
46743,Desktop,Control,0
46744,Desktop,Control,0
46745,Mobile,Control,0
46746,Desktop,Control,0
46747,Mobile,Control,0
46748,Desktop,Treatment,0
46749,Desktop,Control,0
46750,Desktop,Treatment,0
46751,Mobile,Treatment,0
46752,Desktop,Treatment,1
46753,Desktop,Control,0
46754,Mobile,Control,0
46755,Desktop,Treatment,0
46756,Desktop,Treatment,0
46757,Mobile,Control,0
46758,Desktop,Treatment,0
46759,Desktop,Control,0
46760,Desktop,Control,0
46761,Mobile,Control,0
46762,Desktop,Control,0
46763,Desktop,Treatment,0
46764,Desktop,Control,0
46765,Desktop,Treatment,1
46766,Desktop,Treatment,0
46767,Mobile,Treatment,0
46768,Mobile,Treatment,0
46769,Desktop,Treatment,0
46770,Desktop,Treatment,0
46771,Desktop,Control,0
46772,Desktop,Control,0
46773,Desktop,Control,0
46774,Desktop,Treatment,0
46775,Desktop,Treatment,0
46776,Desktop,Control,0
46777,Desktop,Treatment,0
46778,Desktop,Treatment,0
46779,Mobile,Control,0
46780,Desktop,Treatment,1
46781,Desktop,Control,0
46782,Mobile,Control,0
46783,Desktop,Treatment,0
46784,Desktop,Control,1
46785,Desktop,Control,0
46786,Desktop,Treatment,0
46787,Mobile,Control,0
46788,Desktop,Treatment,0
46789,Desktop,Treatment,0
46790,Desktop,Control,0
46791,Desktop,Treatment,0
46792,Desktop,Treatment,0
46793,Desktop,Control,0
46794,Desktop,Control,0
46795,Mobile,Treatment,0
46796,Desktop,Treatment,1
46797,Mobile,Treatment,0
46798,Desktop,Treatment,1
46799,Desktop,Treatment,0
46800,Desktop,Treatment,0
46801,Desktop,Control,0
46802,Desktop,Control,0
46803,Mobile,Control,0
46804,Desktop,Treatment,0
46805,Desktop,Control,1
46806,Desktop,Treatment,0
46807,Desktop,Control,0
46808,Desktop,Control,0
46809,Desktop,Control,0
46810,Desktop,Control,0
46811,Desktop,Control,0
46812,Desktop,Treatment,0
46813,Desktop,Control,0
46814,Desktop,Control,0
46815,Desktop,Control,0
46816,Desktop,Control,0
46817,Desktop,Control,0
46818,Desktop,Treatment,0
46819,Desktop,Treatment,0
46820,Desktop,Treatment,0
46821,Mobile,Treatment,0
46822,Desktop,Control,0
46823,Desktop,Control,0
46824,Desktop,Treatment,0
46825,Desktop,Treatment,1
46826,Desktop,Treatment,0
46827,Desktop,Treatment,0
46828,Mobile,Control,0
46829,Desktop,Control,0
46830,Desktop,Treatment,0
46831,Desktop,Control,0
46832,Desktop,Control,0
46833,Mobile,Control,0
46834,Desktop,Treatment,0
46835,Desktop,Treatment,0
46836,Desktop,Control,1
46837,Desktop,Control,0
46838,Desktop,Control,0
46839,Desktop,Treatment,0
46840,Desktop,Control,1
46841,Desktop,Treatment,0
46842,Desktop,Treatment,0
46843,Desktop,Treatment,0
46844,Mobile,Treatment,0
46845,Desktop,Treatment,0
46846,Desktop,Control,0
46847,Desktop,Control,0
46848,Mobile,Treatment,0
46849,Desktop,Control,0
46850,Desktop,Treatment,0
46851,Desktop,Control,0
46852,Desktop,Control,0
46853,Desktop,Control,0
46854,Desktop,Treatment,0
46855,Desktop,Control,0
46856,Desktop,Treatment,0
46857,Desktop,Treatment,0
46858,Desktop,Control,0
46859,Desktop,Control,0
46860,Mobile,Control,0
46861,Desktop,Treatment,0
46862,Desktop,Control,0
46863,Mobile,Treatment,0
46864,Desktop,Treatment,0
46865,Mobile,Treatment,0
46866,Desktop,Treatment,0
46867,Mobile,Control,0
46868,Mobile,Treatment,0
46869,Desktop,Treatment,0
46870,Desktop,Treatment,0
46871,Desktop,Treatment,0
46872,Desktop,Control,0
46873,Mobile,Treatment,0
46874,Desktop,Control,0
46875,Desktop,Treatment,0
46876,Mobile,Treatment,0
46877,Desktop,Control,0
46878,Desktop,Treatment,1
46879,Desktop,Treatment,0
